Title,Genre,Console,Publisher,Total Sales (m),NA Sales (m),EU Sales (m),JP Sales (m),Other Sales (m),Release Month,Release Year
The Adventures of Tintin: The Game,Adventure,Wii,Ubisoft,0.33,0.12,0.16,0.0,0.04,12,2011
Sakura Wars 3: Paris wa Moeteiru ka,Adventure,DC,Sega,0.33,0.0,0.0,0.33,0.0,3,2001
Disney Fairies: Tinker Bell and the Great Fairy Rescue,Adventure,DS,Disney Interactive Studios,0.33,0.17,0.12,0.0,0.03,9,2010
Silent Hill: Downpour,Adventure,X360,Konami,0.32,0.22,0.08,0.0,0.03,3,2012
Prince of Persia: The Sands of Time,Adventure,GC,Ubisoft,0.32,0.25,0.06,0.0,0.01,11,2003
"Ed, Edd n Eddy: Jawbreakers!",Adventure,GBA,BAM! Entertainment,0.32,0.23,0.08,0.0,0.01,9,2002
Riven: The Sequel to Myst,Adventure,PS,Acclaim Entertainment,0.32,0.18,0.12,0.0,0.02,11,1997
Goosebumps HorrorLand,Adventure,DS,Scholastic Inc.,0.32,0.29,0.0,0.0,0.02,11,2008
"Monsters, Inc.",Adventure,PS2,Sony Computer Entertainment,0.32,0.15,0.12,0.0,0.04,3,2002
Shenmue II,Adventure,XB,Microsoft,0.32,0.22,0.08,0.0,0.01,10,2002
Alone in the Dark: One-Eyed Jack's Revenge,Adventure,PS,Kokopeli Digital Studios,0.31,0.17,0.12,0.0,0.02,8,1996
Barbie as The Island Princess,Adventure,DS,Activision,0.31,0.28,0.01,0.0,0.02,10,2007
Happy Feet,Adventure,DS,Midway Games,0.31,0.27,0.01,0.0,0.02,11,2006
Silent Hill: Shattered Memories,Adventure,PSP,Konami,0.31,0.09,0.13,0.01,0.07,1,2010
Charlie and the Chocolate Factory,Adventure,GBA,Global Star Software,0.3,0.22,0.08,0.0,0.01,7,2005
Neopets: The Darkest Faerie,Adventure,PS2,Sony Computer Entertainment,0.3,0.15,0.12,0.0,0.04,11,2005
24: The Game,Adventure,PS2,2K Games,0.3,0.15,0.12,0.0,0.04,2,2006
Jonas,Adventure,DS,Disney Interactive Studios,0.3,0.27,0.0,0.0,0.02,11,2009
Harry Potter and the Order of the Phoenix,Adventure,X360,Electronic Arts,0.3,0.24,0.03,0.0,0.02,6,2007
Lupin the 3rd: Treasure of the Sorcerer King,Adventure,PS2,Bandai,0.29,0.02,0.02,0.25,0.01,2,2004
Up,Adventure,X360,THQ,0.29,0.2,0.07,0.0,0.03,5,2009
Phoenix Wright: Ace Attorney: Spirit of Justice,Adventure,3DS,Capcom,0.29,0.0,0.0,0.29,0.0,9,2016
Trace Memory,Adventure,DS,Nintendo,0.29,0.15,0.01,0.12,0.01,9,2005
Marvel Super Hero Squad,Adventure,PS2,THQ,0.29,0.14,0.11,0.0,0.04,10,2009
Alien: Isolation,Adventure,X360,Sega,0.29,0.16,0.11,0.0,0.03,10,2014
Majin and the Forsaken Kingdom,Adventure,PS3,Namco Bandai,0.29,0.09,0.14,0.01,0.05,11,2010
"Sakura Wars 4: Koi Seyo,Otome",Adventure,DC,Sega,0.29,0.0,0.0,0.29,0.0,3,2002
One Piece Unlimited Cruise 2: Awakening of a Hero,Adventure,Wii,Namco Bandai,0.29,0.0,0.1,0.17,0.01,9,2009
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,Adventure,DS,Konami,0.29,0.0,0.0,0.29,0.0,12,2008
Sherlock Holmes: Crimes & Punishments,Adventure,PS4,Focus Home Interactive,0.29,0.1,0.14,0.0,0.05,9,2014
The Golden Compass,Adventure,PS3,Sega,0.29,0.14,0.1,0.0,0.05,12,2007
Pirates of the Caribbean: Dead Man's Chest,Adventure,PSP,Buena Vista,0.28,0.25,0.01,0.0,0.02,6,2006
Bratz Ponyz,Adventure,DS,Game Factory,0.28,0.26,0.0,0.0,0.02,7,2007
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Adventure,GC,Buena Vista,0.28,0.22,0.06,0.0,0.01,11,2005
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Adventure,GC,THQ,0.28,0.22,0.06,0.0,0.01,9,2004
CSI: Deadly Intent,Adventure,Wii,Ubisoft,0.28,0.12,0.13,0.0,0.03,10,2009
Avatar: The Last Airbender,Adventure,Wii,THQ,0.28,0.23,0.02,0.0,0.02,11,2006
Myst III: Exile,Adventure,PS2,Ubisoft,0.28,0.14,0.11,0.0,0.04,9,2002
iCarly 2: iJoin The Click!,Adventure,DS,Activision,0.27,0.25,0.0,0.0,0.02,11,2010
Evil Dead: Hail to the King,Adventure,PS,THQ,0.27,0.15,0.1,0.0,0.02,12,2000
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Adventure,Wii,Namco Bandai,0.27,0.0,0.07,0.19,0.01,6,2009
Harry Potter and the Order of the Phoenix,Adventure,PS2,Electronic Arts,0.27,0.13,0.1,0.0,0.03,6,2007
Megamind: The Blue Defender,Adventure,DS,THQ,0.27,0.19,0.06,0.0,0.02,11,2010
Minecraft: Story Mode - Season Two,Adventure,XOne,Telltale Games,0.27,0.17,0.08,0.0,0.02,9,2017
The Dog Island,Adventure,PS2,Ubisoft,0.27,0.13,0.1,0.0,0.03,10,2008
The Adventures of Tintin: The Game,Adventure,PS3,Ubisoft,0.26,0.06,0.15,0.0,0.05,12,2011
Bolt,Adventure,PS2,Disney Interactive Studios,0.26,0.09,0.02,0.0,0.16,11,2008
Ace Attorney Investigations 2,Adventure,DS,Capcom,0.26,0.0,0.0,0.26,0.0,2,2011
Yakuza: Ishin,Adventure,PS3,Sega,0.26,0.0,0.0,0.26,0.0,2,2014
Konjiki no Gashbell!! Makai no Bookmark,Adventure,GBA,Banpresto,0.26,0.0,0.0,0.25,0.01,7,2004
Dora the Explorer: The Search for Pirate Pig's Treasure,Adventure,GBA,NewKidCo,0.26,0.19,0.07,0.0,0.0,12,2002
Batman: Vengeance,Adventure,GC,Ubisoft,0.26,0.2,0.05,0.0,0.01,11,2001
Yakuza Zero: The Place of Oath,Adventure,PS3,Sega,0.26,0.0,0.0,0.26,0.0,3,2015
Bratz Ponyz 2,Adventure,DS,Game Factory,0.26,0.24,0.0,0.0,0.02,9,2008
Drakan: The Ancients' Gates,Adventure,PS2,Sony Computer Entertainment,0.26,0.13,0.1,0.0,0.03,1,2002
Nancy Drew: The Mystery of the Clue Bender Society,Adventure,DS,Majesco,0.26,0.24,0.0,0.0,0.02,7,2008
Tomb Raider: Underworld (Others sales),Adventure,PS2,Eidos Interactive,0.26,0.0,0.21,0.0,0.04,3,2009
Pirates of the Caribbean: Dead Man's Chest,Adventure,DS,Buena Vista,0.26,0.23,0.01,0.0,0.02,6,2006
Bomberman Generation,Adventure,GC,Majesco,0.25,0.15,0.04,0.06,0.01,6,2002
L.A. Noire,Adventure,XOne,Rockstar Games,0.25,0.14,0.09,0.0,0.02,11,2017
Happy Feet,Adventure,GC,Midway Games,0.25,0.2,0.05,0.0,0.01,11,2006
Prison Break: The Conspiracy,Adventure,PS3,Deep Silver,0.25,0.05,0.16,0.0,0.05,3,2010
Up,Adventure,PS3,THQ,0.25,0.15,0.06,0.0,0.03,5,2009
Danganronpa V3: Killing Harmony,Adventure,PS4,NIS America,0.25,0.09,0.05,0.07,0.03,9,2017
The Mummy: Tomb of the Dragon Emperor,Adventure,PS2,Sierra Entertainment,0.25,0.12,0.1,0.0,0.03,7,2008
The Backyardigans,Adventure,DS,Take-Two Interactive,0.25,0.23,0.0,0.0,0.02,10,2009
Sentimental Graffiti,Adventure,SAT,NEC Interchannel,0.25,0.0,0.0,0.25,0.0,1,1998
Bolt,Adventure,X360,Disney Interactive Studios,0.25,0.18,0.05,0.0,0.02,11,2008
Pirates of the Caribbean: The Legend of Jack Sparrow,Adventure,PS2,Bethesda Softworks,0.25,0.12,0.09,0.0,0.03,6,2006
Avatar: The Last Airbender - Into the Inferno,Adventure,PS2,THQ,0.25,0.12,0.09,0.0,0.03,10,2008
That's So Raven: Psychic on the Scene,Adventure,DS,Buena Vista,0.24,0.23,0.0,0.0,0.02,11,2006
The Testament of Sherlock Holmes,Adventure,PS3,Focus Home Interactive,0.24,0.05,0.15,0.0,0.04,9,2012
Imagine: Teacher Class Trip,Adventure,DS,Ubisoft,0.24,0.1,0.12,0.0,0.02,8,2009
The Adventures of Tintin: The Game,Adventure,X360,Ubisoft,0.24,0.07,0.14,0.0,0.03,12,2011
The Hobbit,Adventure,XB,Sierra Entertainment,0.24,0.18,0.05,0.0,0.01,11,2003
Harry Potter and the Order of the Phoenix,Adventure,PS3,Electronic Arts,0.24,0.18,0.04,0.0,0.02,6,2007
Dora the Explorer: Super Star Adventures,Adventure,GBA,Global Star Software,0.24,0.17,0.06,0.0,0.0,11,2004
Amazing Adventures: The Forgotten Ruins,Adventure,DS,PopCap Games,0.24,0.13,0.08,0.0,0.02,11,2008
Classic NES Series: The Legend of Zelda,Adventure,GBA,Nintendo,0.24,0.0,0.0,0.24,0.0,6,2004
Danganronpa: Trigger Happy Havoc,Adventure,PSP,Unknown,0.24,0.0,0.0,0.24,0.0,1,1970
Broken Sword: Shadow of the Templars - The Director's Cut,Adventure,Wii,Ubisoft,0.24,0.11,0.1,0.0,0.02,3,2009
Disney's A Christmas Carol,Adventure,DS,Disney Interactive Studios,0.24,0.21,0.01,0.0,0.02,11,2009
Harry Potter and the Goblet of Fire,Adventure,DS,Electronic Arts,0.23,0.2,0.01,0.0,0.02,11,2005
Harry Potter and the Goblet of Fire,Adventure,XB,Electronic Arts,0.23,0.18,0.05,0.0,0.01,11,2005
Megamind: Mega Team Unite,Adventure,Wii,THQ,0.23,0.15,0.06,0.0,0.02,11,2010
Sherlock Holmes and the Mystery of Osborne House,Adventure,DS,THQ,0.23,0.07,0.14,0.0,0.03,1,2011
Corpse Party: Blood Drive,Adventure,PSV,Xseed Games,0.23,0.11,0.01,0.06,0.04,10,2015
Hello Kitty Seasons,Adventure,Wii,Zoo Games,0.23,0.15,0.06,0.0,0.02,11,2010
Hannah Montana: The Movie,Adventure,PS3,Disney Interactive Studios,0.23,0.14,0.06,0.0,0.03,4,2009
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,Adventure,PSP,Namco Bandai,0.23,0.0,0.0,0.23,0.0,2,2009
Barbie as The Island Princess,Adventure,GBA,Activision,0.23,0.16,0.06,0.0,0.0,10,2007
Pitfall: The Big Adventure,Adventure,Wii,Activision,0.23,0.19,0.02,0.0,0.02,9,2008
Barbie and the Three Musketeers,Adventure,Wii,Activision,0.23,0.21,0.0,0.0,0.02,11,2009
Disney Princess: Enchanted Journey,Adventure,PS2,Disney Interactive Studios,0.23,0.11,0.09,0.0,0.03,10,2007
The Polar Express,Adventure,PS2,THQ,0.23,0.11,0.09,0.0,0.03,11,2004
Last Window: The Secret of Cape West,Adventure,DS,Nintendo,0.22,0.0,0.12,0.09,0.01,9,2010
Cloudy With a Chance of Meatballs,Adventure,DS,Ubisoft,0.22,0.2,0.01,0.0,0.02,9,2009
The Wolf Among Us,Adventure,PS4,Telltale Games,0.22,0.11,0.07,0.0,0.04,11,2014
Petz Rescue: Endangered Paradise,Adventure,DS,Ubisoft,0.22,0.21,0.0,0.0,0.02,11,2008
Life Is Strange: Before the Storm,Adventure,PS4,Square Enix,0.22,0.11,0.06,0.02,0.03,3,2018
Dragon Ball: Origins (JP & incomplete US sales),Adventure,DS,Atari,0.22,0.04,0.0,0.17,0.0,11,2008
CSI: Fatal Conspiracy,Adventure,Wii,Ubisoft,0.22,0.12,0.08,0.0,0.02,10,2010
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,Adventure,DS,Tecmo,0.22,0.0,0.0,0.22,0.0,10,2007
Afrika,Adventure,PS3,Natsume,0.22,0.12,0.0,0.08,0.01,10,2009
Scooby-Doo! Mystery Mayhem,Adventure,GC,THQ,0.22,0.17,0.04,0.0,0.01,3,2004
Herdy Gerdy,Adventure,PS2,Eidos Interactive,0.22,0.11,0.08,0.0,0.03,3,2002
EVE: burst error,Adventure,SAT,Imagineer,0.21,0.0,0.0,0.21,0.0,1,1997
The Magic School Bus: Oceans,Adventure,DS,Scholastic Inc.,0.21,0.2,0.0,0.0,0.02,10,2011
Hannah Montana: The Movie,Adventure,X360,Disney Interactive Studios,0.21,0.14,0.05,0.0,0.02,4,2009
Where's Waldo? The Fantastic Journey,Adventure,DS,Ubisoft,0.21,0.2,0.0,0.0,0.02,9,2009
Marvel Super Hero Squad,Adventure,PSP,THQ,0.21,0.17,0.02,0.0,0.02,10,2009
Prince of Persia: Revelations,Adventure,PSP,Ubisoft,0.21,0.18,0.01,0.0,0.02,12,2005
NOëL: NOT DiGITAL,Adventure,PS,Pioneer LDC,0.21,0.0,0.0,0.2,0.01,7,1996
Cursed Mountain,Adventure,Wii,Deep Silver,0.21,0.09,0.1,0.0,0.02,8,2009
Shadow of Destiny,Adventure,PS2,Konami,0.21,0.09,0.07,0.03,0.02,3,2001
Prison Break: The Conspiracy,Adventure,X360,Deep Silver,0.21,0.07,0.11,0.0,0.02,3,2010
Disney's Planes,Adventure,WiiU,Disney Interactive Studios,0.21,0.14,0.04,0.0,0.02,8,2013
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,Adventure,PS,Sony Computer Entertainment,0.21,0.0,0.0,0.19,0.01,7,1998
Bugs Bunny & Taz: Time Busters,Adventure,PS,Infogrames,0.21,0.11,0.08,0.0,0.01,11,2000
CSI: Deadly Intent,Adventure,X360,Ubisoft,0.2,0.1,0.08,0.0,0.02,10,2009
Eagle Flight,Adventure,PS4,Ubisoft,0.2,0.09,0.08,0.0,0.03,11,2016
Black Panther 2: Yakuza Ashura Chapter,Adventure,PSP,Sega,0.2,0.0,0.0,0.2,0.0,3,2012
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Adventure,Wii,Activision,0.2,0.11,0.07,0.0,0.02,11,2009
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Adventure,XB,Buena Vista,0.2,0.15,0.04,0.0,0.01,11,2005
CSI: Unsolved!,Adventure,DS,Ubisoft,0.2,0.13,0.05,0.0,0.02,11,2010
The Thing,Adventure,XB,VU Games,0.2,0.15,0.04,0.0,0.01,9,2002
Chronicles of Mystery: Curse of the Ancient Temple,Adventure,DS,City Interactive,0.2,0.07,0.1,0.0,0.02,10,2009
Prince of Persia: Warrior Within,Adventure,GC,Ubisoft,0.2,0.15,0.04,0.0,0.01,11,2004
Shutter Island,Adventure,PC,Merscom LLC,0.2,0.0,0.17,0.0,0.03,10,2009
Harry Potter and the Goblet of Fire,Adventure,PSP,Electronic Arts,0.19,0.17,0.0,0.0,0.02,11,2005
Family Guy,Adventure,PSP,2K Games,0.19,0.18,0.0,0.0,0.02,10,2006
Danganronpa 2: Goodbye Despair,Adventure,PSP,Spike,0.19,0.0,0.0,0.19,0.0,7,2012
The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou,Adventure,3DS,Capcom,0.19,0.0,0.0,0.19,0.0,7,2015
Disney's Magical Mirror Starring Mickey Mouse,Adventure,GC,Nintendo,0.19,0.15,0.04,0.0,0.01,8,2002
The Spiderwick Chronicles,Adventure,Wii,Sierra Entertainment,0.19,0.17,0.01,0.0,0.01,2,2008
Legacy of Kain: Defiance,Adventure,XB,Eidos Interactive,0.19,0.14,0.04,0.0,0.01,11,2003
Majin and the Forsaken Kingdom,Adventure,X360,Namco Bandai,0.19,0.14,0.03,0.0,0.01,11,2010
Tokimeki Memorial Girl's Side 3rd Story,Adventure,DS,Konami,0.19,0.0,0.0,0.19,0.0,6,2010
Avatar: The Last Airbender - Into the Inferno,Adventure,Wii,THQ,0.19,0.17,0.01,0.0,0.01,10,2008
Tomb Raider: Underworld,Adventure,DS,Eidos Interactive,0.19,0.15,0.02,0.0,0.01,11,2008
The Polar Express,Adventure,GBA,THQ,0.19,0.14,0.05,0.0,0.0,11,2004
Frogger's Adventures 2: The Lost Wand,Adventure,GBA,Konami,0.19,0.14,0.05,0.0,0.0,11,2002
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",Adventure,PSP,Sony Computer Entertainment,0.19,0.0,0.0,0.19,0.0,7,2009
Tottadoo! Yoiko no Mujintou Seikatsu,Adventure,DS,Namco Bandai,0.19,0.0,0.0,0.19,0.0,4,2008
Where's Waldo? The Fantastic Journey,Adventure,Wii,Ubisoft,0.19,0.17,0.0,0.0,0.01,9,2009
Harry Potter and the Prisoner of Azkaban,Adventure,XB,Electronic Arts,0.19,0.14,0.04,0.0,0.01,6,2004
Chibi-Robo! Park Patrol,Adventure,DS,Nintendo,0.19,0.0,0.0,0.19,0.0,10,2007
Batman: A Telltale Game Series,Adventure,PS4,Telltale Games,0.19,0.09,0.07,0.0,0.03,9,2016
Bolt,Adventure,PS3,Disney Interactive Studios,0.19,0.12,0.05,0.0,0.02,11,2008
Hidden Mysteries: Vampire Secrets,Adventure,DS,GameMill,0.19,0.06,0.11,0.0,0.02,8,2010
The Bee Game,Adventure,DS,Midway Games,0.19,0.17,0.0,0.0,0.01,10,2007
CSI: Fatal Conspiracy,Adventure,PS3,Ubisoft,0.19,0.11,0.05,0.0,0.02,10,2010
Siren,Adventure,PS2,Sony Computer Entertainment,0.18,0.09,0.07,0.0,0.02,11,2003
Jurassic Park III: Island Attack,Adventure,GBA,Konami,0.18,0.13,0.05,0.0,0.0,11,2001
Doctor Who: Return to Earth,Adventure,Wii,Asylum Entertainment,0.18,0.0,0.16,0.0,0.02,11,2010
Alone In The Dark,Adventure,Wii,Atari,0.18,0.09,0.08,0.0,0.02,6,2008
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Adventure,DS,Buena Vista,0.18,0.15,0.01,0.0,0.01,11,2005
The Chronicles of Narnia: Prince Caspian,Adventure,X360,Disney Interactive Studios,0.18,0.16,0.01,0.0,0.01,5,2008
Back to the Future: The Game,Adventure,PS4,Telltale Games,0.18,0.1,0.05,0.0,0.03,10,2015
Silent Hill 4: The Room,Adventure,XB,Konami,0.18,0.14,0.04,0.0,0.01,9,2004
Pirates: Hunt For Blackbeard's Booty,Adventure,Wii,Activision,0.18,0.08,0.08,0.0,0.02,10,2008
Escape the Museum,Adventure,DS,GameMill,0.18,0.04,0.12,0.0,0.02,1,2010
Danganronpa V3: Killing Harmony,Adventure,PSV,NIS America,0.18,0.02,0.01,0.13,0.01,9,2017
Hello Kitty: Birthday Adventures,Adventure,DS,Zoo Games,0.18,0.06,0.1,0.0,0.02,2,2010
Charlie and the Chocolate Factory,Adventure,GC,Global Star Software,0.18,0.14,0.04,0.0,0.0,7,2005
Tomb Raider: Underworld,Adventure,PS2,Eidos Interactive,0.18,0.09,0.04,0.0,0.05,3,2009
Danganronpa 2: Goodbye Despair,Adventure,PSV,NIS America,0.18,0.08,0.05,0.0,0.04,9,2014
Nancy Drew: The Hidden Staircase,Adventure,DS,THQ,0.18,0.16,0.0,0.0,0.01,9,2008
LEGO Island 2: The Brickster's Revenge,Adventure,PS,LEGO Media,0.18,0.1,0.07,0.0,0.01,3,2001
Fancy Nancy: Tea Party Time!,Adventure,DS,THQ,0.18,0.16,0.0,0.0,0.01,9,2010
The Wild Thornberrys: Animal Adventures,Adventure,PS,Mattel Interactive,0.17,0.1,0.07,0.0,0.01,11,2000
Petz: Horseshoe Ranch,Adventure,DS,Ubisoft,0.17,0.16,0.0,0.0,0.01,2,2009
Warriors of Might and Magic,Adventure,PS2,3DO,0.17,0.09,0.07,0.0,0.02,3,2001
The Walking Dead - The Telltale Series: A New Frontier,Adventure,PS4,Warner Bros. Interactive Entertainment,0.17,0.11,0.04,0.0,0.03,2,2017
Horrid Henry: Missions of Mischief,Adventure,DS,SouthPeak Interactive,0.17,0.01,0.14,0.0,0.02,8,2010
The Chronicles of Narnia: Prince Caspian,Adventure,PS3,Disney Interactive Studios,0.17,0.14,0.02,0.0,0.02,5,2008
The Hobbit,Adventure,GC,Sierra Entertainment,0.17,0.13,0.03,0.0,0.0,11,2003
Lost in Blue 3,Adventure,DS,Konami,0.17,0.09,0.02,0.06,0.01,3,2008
Rush: A Disney Pixar Adventure,Adventure,XOne,Microsoft Studios,0.17,0.15,0.0,0.0,0.02,10,2017
Disney's Atlantis: The Lost Empire,Adventure,PS,Sony Computer Entertainment,0.17,0.1,0.07,0.0,0.01,6,2001
Sound Novel Evolution 1: Otogirisou Sosei-Hen,Adventure,PS,ChunSoft,0.17,0.0,0.0,0.16,0.01,3,1999
Broken Sword: Shadows of the Templars - The Director's Cut,Adventure,DS,Ubisoft,0.17,0.07,0.08,0.0,0.02,3,2009
Bomberman 64: The Second Attack!,Adventure,N64,Vatical Entertainment,0.17,0.05,0.01,0.11,0.0,5,2000
Fate/stay night [Réalta Nua],Adventure,PS2,Kadokawa Shoten,0.17,0.0,0.0,0.17,0.0,4,2007
Gyakuten Saiban 3,Adventure,GBA,Capcom,0.17,0.0,0.0,0.16,0.0,1,2004
Monkey Island: Special Edition Collection,Adventure,PC,LucasArts,0.17,0.0,0.14,0.0,0.03,9,2011
CSI: Fatal Conspiracy,Adventure,X360,Ubisoft,0.17,0.11,0.04,0.0,0.01,10,2010
Clock Tower II: The Struggle Within,Adventure,PS,Agetec,0.17,0.02,0.01,0.12,0.01,10,1999
Journey,Adventure,PSN,Sony Computer Entertainment America,0.17,0.04,0.11,0.0,0.01,8,2012
Leisure Suit Larry: Magna Cum Laude,Adventure,XB,VU Games,0.17,0.12,0.04,0.0,0.01,10,2004
Cubivore: Survival of the Fittest,Adventure,GC,Atlus,0.17,0.01,0.0,0.15,0.0,11,2002
Doctor Lautrec and the Forgotten Knights,Adventure,3DS,Konami,0.17,0.07,0.05,0.03,0.01,12,2011
Gyakuten Saiban 3,Adventure,GBA,Capcom,0.16,0.0,0.0,0.16,0.0,1,2004
Leisure Suit Larry: Box Office Bust,Adventure,X360,Codemasters,0.16,0.14,0.01,0.0,0.01,3,2009
Kya: Dark Lineage,Adventure,PS2,Atari,0.16,0.08,0.06,0.0,0.02,11,2003
Goosebumps HorrorLand,Adventure,Wii,Scholastic Inc.,0.16,0.15,0.0,0.0,0.01,10,2008
Otogirisou,Adventure,SNES,ChunSoft,0.16,0.0,0.0,0.16,0.0,3,1992
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,PS2,Activision,0.16,0.08,0.06,0.0,0.02,11,2005
Shadow Man: 2econd Coming,Adventure,PS2,Acclaim Entertainment,0.16,0.08,0.06,0.0,0.02,3,2002
Alone in the Dark: The New Nightmare,Adventure,PS,Infogrames,0.16,0.09,0.06,0.0,0.01,6,2001
Ghost in the Shell: Stand Alone Complex,Adventure,PS2,Bandai,0.16,0.08,0.06,0.0,0.02,11,2004
Eve: The Lost One,Adventure,SAT,Imagineer,0.16,0.0,0.0,0.16,0.0,3,1998
The Walking Dead: Season One,Adventure,XOne,Telltale Games,0.16,0.08,0.06,0.0,0.01,10,2014
James Noir's Hollywood Crimes,Adventure,3DS,Ubisoft,0.16,0.07,0.07,0.0,0.01,11,2011
The Adventures of Tintin: The Game,Adventure,3DS,Ubisoft,0.16,0.05,0.09,0.0,0.02,12,2011
Time Hollow,Adventure,DS,Konami,0.16,0.03,0.01,0.11,0.0,9,2008
Sherlock Holmes vs. Jack the Ripper,Adventure,X360,DreamCatcher Interactive,0.16,0.11,0.04,0.0,0.01,4,2010
Monster House,Adventure,DS,THQ,0.16,0.14,0.01,0.0,0.01,7,2006
Dragon's Lair Trilogy,Adventure,Wii,Destineer,0.15,0.14,0.0,0.0,0.01,10,2010
Doctor Who: Evacuation Earth,Adventure,DS,Unknown,0.15,0.0,0.13,0.0,0.02,11,2010
"Go, Diego, Go! Safari Rescue",Adventure,DS,2K Play,0.15,0.14,0.01,0.0,0.01,11,2007
The Godfather: Blackhand Edition,Adventure,Wii,Electronic Arts,0.15,0.14,0.0,0.0,0.01,3,2007
Amagami,Adventure,PSP,Kadokawa Shoten,0.15,0.0,0.0,0.15,0.0,3,2011
Brothers: A Tale of Two Sons,Adventure,PS4,505 Games,0.15,0.04,0.09,0.0,0.02,8,2015
The Fairly Odd Parents: Clash with the Anti-World,Adventure,GBA,THQ,0.15,0.11,0.04,0.0,0.0,10,2005
Megamind: Ultimate Showdown,Adventure,PS3,THQ,0.15,0.07,0.06,0.0,0.02,11,2010
The Walking Dead: A Telltale Games Series,Adventure,PSV,Telltale Games,0.15,0.1,0.0,0.01,0.04,8,2013
Prince of Persia: The Sands of Time,Adventure,GBA,Ubisoft,0.15,0.11,0.04,0.0,0.0,10,2003
Steins;Gate 0,Adventure,PSV,PQube,0.15,0.0,0.07,0.07,0.02,11,2016
Kowloon's Gate,Adventure,PS,Sony Computer Entertainment,0.15,0.0,0.0,0.14,0.01,2,1997
Suzumiya Haruhi no Yakusoku,Adventure,PSP,Namco Bandai,0.15,0.0,0.0,0.15,0.0,12,2007
Indigo Prophecy,Adventure,PS2,Atari,0.15,0.07,0.06,0.0,0.02,9,2005
Space Station Silicon Valley,Adventure,N64,Take-Two Interactive,0.15,0.12,0.03,0.0,0.0,1,1998
RiME,Adventure,NS,Grey Box,0.15,0.11,0.03,0.0,0.01,11,2017
Disney's Planes,Adventure,Wii,Disney Interactive Studios,0.15,0.07,0.07,0.0,0.01,8,2013
Scooby-Doo! Mystery Mayhem,Adventure,XB,THQ,0.15,0.11,0.03,0.0,0.01,3,2004
Geist,Adventure,GC,Nintendo,0.15,0.11,0.03,0.0,0.0,8,2005
Sam & Max: Season One,Adventure,Wii,The Adventure Company,0.15,0.13,0.01,0.0,0.01,10,2008
Yakuza: Ishin,Adventure,PS4,Sega,0.15,0.0,0.0,0.15,0.0,2,2014
Shenmue II,Adventure,DC,Sega,0.15,0.0,0.0,0.15,0.0,11,2001
Dragon Quest Builders 2,Adventure,PS4,Square Enix,0.15,0.0,0.0,0.15,0.0,7,2019
Prince of Persia: The Two Thrones,Adventure,GC,Ubisoft,0.15,0.11,0.03,0.0,0.0,12,2005
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,Adventure,PSP,Banpresto,0.15,0.0,0.0,0.15,0.0,1,2011
Nancy Drew: The White Wolf of Icicle Creek,Adventure,Wii,Sega,0.15,0.14,0.0,0.0,0.01,12,2008
Galerians,Adventure,PS,Crave Entertainment,0.15,0.08,0.06,0.0,0.01,3,2000
Blazing Dragons,Adventure,PS,Mindscape,0.15,0.08,0.06,0.0,0.01,10,1996
CSI: 3 Dimensions of Murder,Adventure,PS2,Ubisoft,0.14,0.07,0.06,0.0,0.02,9,2007
Alien: Isolation,Adventure,PC,Sega,0.14,0.0,0.14,0.0,0.01,10,2014
Sakura Wars GB,Adventure,GB,Media Factory,0.14,0.0,0.0,0.14,0.0,7,2000
Okaeri! Chibi-Robo! Happy Richie Oosouji,Adventure,DS,Nintendo,0.14,0.0,0.0,0.14,0.0,7,2009
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,Adventure,DS,GameMill,0.14,0.09,0.04,0.0,0.01,11,2010
Second Sight,Adventure,PS2,Codemasters,0.14,0.07,0.05,0.0,0.02,9,2004
Scarface: The World is Yours,Adventure,Wii,Sierra Entertainment,0.14,0.12,0.01,0.0,0.01,6,2007
Monster House,Adventure,PS2,THQ,0.14,0.07,0.05,0.0,0.02,7,2006
Uta no * Prince-Sama: Repeat,Adventure,PSP,Broccoli,0.14,0.0,0.0,0.14,0.0,8,2011
Dragon Quest Builders 2,Adventure,NS,Square Enix,0.14,0.0,0.0,0.14,0.0,7,2019
Pirates: The Legend of Black Kat,Adventure,PS2,Electronic Arts,0.14,0.07,0.05,0.0,0.02,2,2002
Arctic Tale,Adventure,DS,DSI Games,0.14,0.13,0.0,0.0,0.01,10,2007
