Title,Genre,Console,Publisher,Total Sales (m),NA Sales (m),EU Sales (m),JP Sales (m),Other Sales (m),Release Month,Release Year
Sphinx and the Cursed Mummy,Adventure,GC,THQ,0.14,0.11,0.03,0.0,0.0,11,2003
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,Adventure,PS,Sunsoft,0.14,0.08,0.05,0.0,0.01,3,1999
Akiba's Trip,Adventure,PSP,Acquire,0.14,0.0,0.0,0.14,0.0,5,2011
Monster House,Adventure,GC,THQ,0.14,0.11,0.03,0.0,0.0,7,2006
Ecco the Dolphin: Defender of the Future,Adventure,PS2,Acclaim Entertainment,0.14,0.07,0.05,0.0,0.02,3,2002
Detective Barbie: The Mystery Cruise,Adventure,PS,Mattel Interactive,0.14,0.08,0.05,0.0,0.01,1,2000
Desire,Adventure,SAT,Imadio,0.14,0.0,0.0,0.14,0.0,9,1997
Enclave,Adventure,XB,Conspiracy Entertainment,0.14,0.11,0.03,0.0,0.01,7,2002
To Heart,Adventure,PS,Aquaplus,0.14,0.0,0.0,0.13,0.01,3,1999
Doukyuusei,Adventure,PCE,NEC,0.14,0.0,0.0,0.14,0.0,11,1995
NCIS,Adventure,X360,Ubisoft,0.14,0.1,0.02,0.0,0.01,11,2011
Happy Feet,Adventure,Wii,Midway Games,0.14,0.12,0.0,0.0,0.01,11,2006
Tomb Raider: The Prophecy,Adventure,GBA,Ubisoft,0.14,0.1,0.04,0.0,0.0,11,2002
Gyakuten Saiban 2,Adventure,GBA,Capcom,0.14,0.0,0.0,0.14,0.0,10,2002
Vampire Moon: The Mystery of the Hidden Sun,Adventure,DS,City Interactive,0.13,0.12,0.01,0.0,0.01,10,2010
Suzumiya Haruhi no Tomadoi,Adventure,PS2,Banpresto,0.13,0.0,0.0,0.13,0.0,1,2008
King Arthur,Adventure,PS2,Konami,0.13,0.07,0.05,0.0,0.02,11,2004
Haunted House,Adventure,Wii,Atari,0.13,0.12,0.0,0.0,0.01,9,2010
Syberia,Adventure,DS,The Adventure Company,0.13,0.1,0.02,0.0,0.01,11,2008
The Oregon Trail,Adventure,3DS,Crave Entertainment,0.13,0.12,0.0,0.0,0.01,12,2011
Yakuza Kiwami,Adventure,PS3,Sega,0.13,0.0,0.0,0.13,0.0,1,2016
Alone in the Dark: Inferno,Adventure,PS3,Atari,0.13,0.09,0.03,0.0,0.01,11,2008
Chicken Run,Adventure,PS,Eidos Interactive,0.13,0.07,0.05,0.0,0.01,11,2000
NCIS,Adventure,Wii,Ubisoft,0.13,0.08,0.04,0.0,0.01,11,2011
Megamind: The Blue Defender,Adventure,PSP,THQ,0.13,0.08,0.03,0.0,0.02,11,2010
Aikatsu! 365 Idol Days,Adventure,3DS,Bandai Namco Games,0.13,0.0,0.0,0.13,0.0,12,2014
Shaman King: Power of Spirit,Adventure,PS2,Konami,0.13,0.06,0.05,0.0,0.02,11,2004
Amagami,Adventure,PS2,Enterbrain,0.13,0.0,0.0,0.13,0.0,3,2009
Grand Knights History,Adventure,PSP,Xseed Games,0.13,0.0,0.0,0.13,0.0,12,2012
Barbie and The Three Musketeers,Adventure,DS,Activision,0.13,0.12,0.0,0.0,0.01,11,2009
Star Wars: Lethal Alliance,Adventure,PSP,Ubisoft,0.13,0.11,0.01,0.0,0.01,12,2006
Goosebumps: The Game,Adventure,NS,GameMill Entertainment,0.13,0.09,0.02,0.0,0.01,10,2018
Corpse Party: Back to School Edition,Adventure,3DS,Xseed Games,0.13,0.11,0.0,0.0,0.01,10,2016
428: Fuusa Sareta Shibuya de,Adventure,Wii,Sega,0.13,0.0,0.0,0.13,0.0,12,2008
Warriors of Might and Magic,Adventure,PS,3DO,0.13,0.07,0.05,0.0,0.01,2,2001
Utawarerumono: Mask of Deception,Adventure,PS4,Atlus,0.13,0.05,0.0,0.07,0.01,5,2017
Avatar: The Last Airbender - Into the Inferno,Adventure,DS,THQ,0.13,0.11,0.01,0.0,0.01,11,2008
Zero Escape: Zero Time Dilemma,Adventure,3DS,Aksys Games,0.12,0.08,0.0,0.03,0.01,6,2016
Clock Tower: The First Fear,Adventure,PS,Human Entertainment,0.12,0.0,0.0,0.12,0.01,7,1997
Batman: A Telltale Game Series,Adventure,PS3,Telltale Games,0.12,0.02,0.09,0.0,0.02,9,2016
Pryzm Chapter One: The Dark Unicorn,Adventure,PS2,TDK Mediactive,0.12,0.06,0.05,0.0,0.02,6,2002
Obscure: The Aftermath,Adventure,Wii,Ignition Entertainment,0.12,0.11,0.0,0.0,0.01,3,2008
Neopets Petpet Adventures: The Wand of Wishing,Adventure,PSP,Sony Computer Entertainment,0.12,0.11,0.0,0.0,0.01,3,2006
Echo Night,Adventure,PS,Agetec,0.12,0.03,0.02,0.07,0.01,7,1999
NCIS,Adventure,PS3,Ubisoft,0.12,0.07,0.04,0.0,0.02,11,2011
O.D.T.: Escape... Or Die Trying,Adventure,PS,Psygnosis,0.12,0.07,0.05,0.0,0.01,10,1998
Megamind: Ultimate Showdown,Adventure,X360,THQ,0.12,0.07,0.04,0.0,0.01,11,2010
The X Files: Resist or Serve,Adventure,PS2,VU Games,0.12,0.06,0.05,0.0,0.02,3,2004
Zathura,Adventure,PS2,2K Games,0.12,0.06,0.05,0.0,0.02,11,2005
Batman: A Telltale Game Series,Adventure,NS,Telltale Games,0.12,0.09,0.02,0.0,0.01,11,2017
The Walking Dead - The Telltale Series: A New Frontier,Adventure,XOne,Warner Bros. Interactive Entertainment,0.12,0.1,0.01,0.0,0.01,2,2017
Overlord: Raising Hell,Adventure,PS3,Codemasters,0.12,0.07,0.04,0.0,0.02,6,2008
Life is Strange,Adventure,XOne,Square Enix,0.12,0.08,0.03,0.0,0.01,1,2016
Breakdown,Adventure,XB,Namco,0.12,0.09,0.03,0.0,0.0,3,2004
Ecco the Dolphin,Adventure,GEN,Sega,0.12,0.0,0.0,0.12,0.0,7,1993
Happy Feet Two,Adventure,PS3,Warner Bros. Interactive,0.12,0.1,0.0,0.0,0.02,11,2011
The Great Ace Attorney 2 - The Resolve of Ryuunosuke Naruhodou,Adventure,3DS,Capcom,0.12,0.0,0.0,0.12,0.0,8,2017
Spider-Man: Edge of Time,Adventure,3DS,Activision,0.12,0.08,0.03,0.0,0.01,10,2011
The Daring Game for Girls,Adventure,DS,Majesco,0.12,0.11,0.0,0.0,0.01,3,2010
Danganronpa 1-2 Reload,Adventure,PS4,NIS America,0.12,0.08,0.0,0.02,0.02,3,2017
Wallace & Gromit: Curse of the Were-Rabbit,Adventure,PS2,Konami,0.12,0.06,0.05,0.0,0.02,9,2005
Code: Realize - Guardian of Rebirth,Adventure,PSV,Aksys Games,0.12,0.06,0.0,0.03,0.02,10,2015
Subnautica,Adventure,PS4,Gearbox Software,0.12,0.07,0.03,0.0,0.02,12,2018
Midnight Mysteries: The Edgar Allan Poe Conspiracy,Adventure,DS,Mumbo Jumbo,0.12,0.08,0.03,0.0,0.01,9,2010
Dragon Ball: Origins,Adventure,DS,Atari,0.12,0.08,0.03,0.0,0.01,11,2008
Barbie as The Island Princess,Adventure,PS2,Activision,0.12,0.06,0.04,0.0,0.02,10,2007
Marvel's Guardians of the Galaxy: The Telltale Series,Adventure,PS4,Warner Bros. Interactive Entertainment,0.12,0.06,0.04,0.0,0.02,5,2017
The Clique: Diss and Make Up,Adventure,DS,Warner Bros. Interactive,0.12,0.11,0.0,0.0,0.01,8,2009
Rugrats: Totally Angelica,Adventure,PS,THQ,0.12,0.06,0.04,0.0,0.01,4,2001
CSI: Crime Scene Investigation,Adventure,XB,Ubisoft,0.12,0.09,0.03,0.0,0.0,12,2004
Alice: Madness Returns,Adventure,PC,Electronic Arts,0.12,0.0,0.1,0.0,0.01,6,2011
Stolen Song,Adventure,PS,Sony Computer Entertainment,0.12,0.0,0.0,0.11,0.01,5,1998
Harvey Birdman: Attorney at Law,Adventure,PS2,Capcom,0.12,0.06,0.04,0.0,0.01,1,2008
DEATH NOTE: Kira Game,Adventure,DS,Konami,0.12,0.0,0.0,0.12,0.0,2,2007
Sphinx and the Cursed Mummy,Adventure,XB,THQ,0.12,0.09,0.02,0.0,0.0,11,2003
Yakuza 1&2 HD EDITION,Adventure,PS3,Sega,0.11,0.0,0.0,0.11,0.0,11,2012
Doukoku Shoshite...,Adventure,SAT,Data East,0.11,0.0,0.0,0.11,0.0,2,1998
NCIS 3D,Adventure,3DS,Ubisoft,0.11,0.06,0.04,0.0,0.01,8,2012
Shinseiki Evangelion: Koutetsu no Girlfriend,Adventure,PS,Gainax Network Systems,0.11,0.0,0.0,0.11,0.01,4,1998
Minecraft: Story Mode - Season Two,Adventure,PS4,Telltale Games,0.11,0.09,0.0,0.0,0.02,9,2017
Mystery P.I. - Portrait of a Thief,Adventure,DS,PopCap Games,0.11,0.1,0.0,0.0,0.01,12,2008
The Hardy Boys: Treasure on the Tracks,Adventure,DS,Sega,0.11,0.1,0.0,0.0,0.01,9,2009
Utawarerumono: Mask of Deception,Adventure,PSV,Atlus,0.11,0.02,0.0,0.08,0.01,5,2017
Happy Feet Two,Adventure,3DS,Warner Bros. Interactive,0.11,0.08,0.02,0.0,0.01,11,2011
Shinseiki Evangelion: Koutetsu no Girlfriend,Adventure,SAT,Sega,0.11,0.0,0.0,0.11,0.0,3,1998
Coraline,Adventure,PS2,D3 Publisher,0.11,0.06,0.04,0.0,0.01,1,2009
The Invisible Hours,Adventure,PS4,GameTrust,0.11,0.09,0.0,0.0,0.02,10,2017
Zero Escape: Zero Time Dilemma,Adventure,PSV,Aksys Games,0.11,0.06,0.0,0.04,0.02,6,2016
Harvey Birdman: Attorney at Law,Adventure,PSP,Capcom,0.11,0.09,0.0,0.0,0.02,1,2008
Escape The Museum,Adventure,Wii,Majesco,0.11,0.1,0.01,0.0,0.01,4,2009
Gabrielle's Ghostly Groove 3D,Adventure,3DS,Natsume,0.11,0.08,0.02,0.0,0.01,10,2011
To Heart 2: Dungeon Travelers,Adventure,PSP,Aquaplus,0.11,0.0,0.0,0.11,0.0,6,2011
Calling,Adventure,Wii,Hudson Soft,0.11,0.06,0.04,0.0,0.01,3,2010
Lost Horizon,Adventure,PC,Deep Silver,0.11,0.0,0.1,0.0,0.02,8,2010
Tokimeki Memorial: Girl's Side 2nd Season,Adventure,DS,Konami,0.11,0.0,0.0,0.11,0.0,2,2008
Jake Hunter Detective Story: Memories of the Past,Adventure,DS,Aksys Games,0.11,0.06,0.0,0.05,0.0,5,2009
Cloudy With A Chance of Meatballs,Adventure,Wii,Ubisoft,0.11,0.1,0.0,0.0,0.01,9,2009
Shadow of Destiny,Adventure,PSP,Konami,0.11,0.09,0.0,0.0,0.02,1,2010
The Spiderwick Chronicles,Adventure,X360,Sierra Entertainment,0.11,0.09,0.01,0.0,0.01,2,2008
Lost in Blue,Adventure,DS,Konami,0.11,0.07,0.02,0.02,0.01,9,2005
Lunacy,Adventure,SAT,Atlus,0.11,0.0,0.0,0.11,0.0,5,1997
RiME,Adventure,PS4,Grey Box,0.11,0.02,0.07,0.0,0.02,5,2017
Higurashi no Naku Koro ni Matsuri,Adventure,PS2,Alchemist,0.11,0.0,0.0,0.11,0.0,2,2007
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,Adventure,GBA,Nintendo,0.11,0.0,0.0,0.11,0.0,8,2004
Avatar: The Last Airbender,Adventure,PSP,THQ,0.11,0.1,0.0,0.0,0.01,10,2006
Nicktoons: Unite!,Adventure,DS,THQ,0.11,0.1,0.0,0.0,0.01,1,2006
Ore no Imouto ga Konnani Kawaii Wake ga Nai Portable,Adventure,PSP,Namco Bandai Games,0.11,0.0,0.0,0.11,0.0,5,2012
Charlie and the Chocolate Factory,Adventure,XB,Global Star Software,0.11,0.08,0.02,0.0,0.0,7,2005
Touch Detective 2 1/2,Adventure,DS,Atlus,0.11,0.09,0.0,0.01,0.01,10,2007
The Polar Express,Adventure,GC,THQ,0.11,0.08,0.02,0.0,0.0,11,2004
Dr. Seuss' The Cat in the Hat,Adventure,XB,VU Games,0.11,0.08,0.02,0.0,0.0,11,2003
Irozuki Tingle no Koi no Balloon Trip,Adventure,DS,Nintendo,0.11,0.0,0.0,0.11,0.0,8,2009
Happy Feet Two,Adventure,DS,Warner Bros. Interactive,0.11,0.09,0.01,0.0,0.01,11,2011
The Hardy Boys: The Hidden Theft,Adventure,Wii,DreamCatcher Interactive,0.11,0.07,0.03,0.0,0.01,9,2009
Utawarerumono: Chiriyukusha e no Komoriuta,Adventure,PS2,Aquaplus,0.11,0.0,0.0,0.11,0.0,10,2006
Sakura Wars,Adventure,DC,Sega,0.11,0.0,0.0,0.11,0.0,5,2000
Martian Gothic: Unification,Adventure,PS,Take-Two Interactive,0.11,0.06,0.04,0.0,0.01,11,2001
"Grand Theft Auto: Mission Pack #1, London 1969",Adventure,PS,Rockstar Games,0.11,0.06,0.04,0.0,0.01,4,1999
D,Adventure,PS,Acclaim Entertainment,0.11,0.0,0.0,0.1,0.01,1,1996
American Girl: Julie Finds a Way,Adventure,DS,THQ,0.1,0.1,0.0,0.0,0.01,12,2007
The First Templar,Adventure,X360,Kalypso,0.1,0.06,0.04,0.0,0.01,5,2011
Cloudy With a Chance of Meatballs,Adventure,PS3,Ubisoft,0.1,0.09,0.01,0.0,0.01,9,2009
Barbie in The 12 Dancing Princesses,Adventure,DS,Activision,0.1,0.09,0.01,0.0,0.01,1,2007
Escape From Monkey Island,Adventure,PS2,LucasArts,0.1,0.05,0.04,0.0,0.01,6,2001
JU-ON: The Grudge,Adventure,Wii,Xseed Games,0.1,0.07,0.01,0.01,0.01,10,2009
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,Adventure,PSP,Sony Computer Entertainment,0.1,0.0,0.0,0.1,0.0,6,2006
Syberia,Adventure,XB,XS Games,0.1,0.08,0.02,0.0,0.0,7,2003
Disgaea Infinite,Adventure,PSP,NIS America,0.1,0.08,0.0,0.01,0.02,6,2010
Beyond Good & Evil,Adventure,XB,Ubisoft,0.1,0.08,0.02,0.0,0.0,12,2003
Toaru Majutsu no Index,Adventure,PSP,Kadokawa Shoten,0.1,0.0,0.0,0.1,0.0,1,2011
The Book of Unwritten Tales,Adventure,PC,DreamCatcher Interactive,0.1,0.0,0.08,0.0,0.02,10,2011
Miami Law,Adventure,DS,Hudson Entertainment,0.1,0.09,0.0,0.0,0.01,6,2009
Agatha Christie: The ABC Murders,Adventure,DS,DreamCatcher Interactive,0.1,0.08,0.01,0.0,0.01,11,2009
Blue Stinger,Adventure,DC,Activision,0.1,0.0,0.0,0.1,0.0,8,1999
Monkey Island: Special Edition Collection,Adventure,PS3,Activision,0.1,0.0,0.08,0.0,0.02,9,2011
Penguin no Mondai: The World,Adventure,DS,Konami,0.1,0.0,0.0,0.1,0.0,12,2010
Hakuouki Portable,Adventure,PSP,Idea Factory,0.1,0.0,0.0,0.1,0.0,8,2009
Steins;Gate,Adventure,PSV,5pb,0.1,0.04,0.04,0.0,0.02,9,2015
Igor: The Game,Adventure,Wii,SouthPeak Interactive,0.1,0.09,0.0,0.0,0.01,9,2008
Leisure Suit Larry: Box Office Bust,Adventure,PS3,Codemasters,0.1,0.06,0.03,0.0,0.01,5,2009
Myst,Adventure,DS,Empire Interactive,0.1,0.09,0.0,0.0,0.01,5,2008
Indigo Prophecy,Adventure,XB,Atari,0.1,0.07,0.03,0.0,0.0,9,2005
"Sakura Wars 2: Kimi, Shinitamou koto Nakare",Adventure,DC,Sega,0.1,0.0,0.0,0.1,0.0,9,2000
Lucky * Star: Ryouou Gakuen Outousai,Adventure,PS2,Kadokawa Shoten,0.1,0.0,0.0,0.1,0.0,1,2008
Mystery Stories: Curse of the Ancient Spirits,Adventure,DS,Unknown,0.1,0.05,0.04,0.0,0.01,6,2011
Cate West: The Vanishing Files,Adventure,DS,Destineer,0.1,0.08,0.01,0.0,0.01,12,2008
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,Adventure,GBA,Nintendo,0.1,0.0,0.0,0.1,0.0,8,2004
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,Adventure,DS,Alchemist,0.1,0.0,0.0,0.1,0.0,11,2008
Pajama Sam: Don't Fear the Dark,Adventure,Wii,Majesco,0.1,0.09,0.0,0.0,0.01,8,2008
The Walking Dead: Season Two,Adventure,X360,Telltale Games,0.1,0.04,0.05,0.0,0.01,10,2014
Happy Feet Two,Adventure,X360,Warner Bros. Interactive,0.1,0.08,0.01,0.0,0.01,11,2011
iCarly 2: iJoin The Click!,Adventure,Wii,Activision,0.1,0.08,0.01,0.0,0.01,11,2010
Hakuoki: Demon of the Fleeting Blossom,Adventure,PSP,Aksys Games,0.1,0.08,0.0,0.0,0.01,2,2012
CSI: Hard Evidence,Adventure,X360,Ubisoft,0.1,0.07,0.02,0.0,0.01,9,2007
Shadow Master,Adventure,PS,Sony Computer Entertainment,0.1,0.05,0.04,0.0,0.01,12,1997
Man vs. Wild,Adventure,X360,Crave Entertainment,0.1,0.09,0.0,0.0,0.01,4,2011
Déraciné,Adventure,PS4,Sony Interactive Entertainment,0.1,0.07,0.0,0.01,0.02,11,2018
Kiniro no Corda 3,Adventure,PSP,KOEI,0.1,0.0,0.0,0.1,0.0,2,2010
Touch Detective,Adventure,DS,Atlus,0.1,0.06,0.03,0.0,0.01,10,2006
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,GC,Activision,0.09,0.07,0.02,0.0,0.0,11,2005
PhotoKano,Adventure,PSP,Kadokawa Shoten,0.09,0.0,0.0,0.09,0.0,2,2012
Scooby-Doo! Who's Watching Who?,Adventure,DS,THQ,0.09,0.08,0.01,0.0,0.01,10,2006
Hakuouki: Zuisouroku Portable,Adventure,PSP,Idea Factory,0.09,0.0,0.0,0.09,0.0,8,2010
Sound Novel Machi,Adventure,SAT,ChunSoft,0.09,0.0,0.0,0.09,0.0,1,1998
The Daring Game for Girls,Adventure,Wii,Majesco,0.09,0.09,0.0,0.0,0.01,3,2010
The Wolf Among Us,Adventure,PS3,Telltale Games,0.09,0.05,0.02,0.0,0.02,11,2014
Back to the Future: The Game,Adventure,PS3,Telltale Games,0.09,0.07,0.01,0.0,0.01,10,2011
Obscure: The Aftermath,Adventure,PSP,Playlogic Game Factory,0.09,0.05,0.03,0.0,0.01,9,2009
The Seven Deadly Sins: Unjust Sin,Adventure,3DS,Namco Bandai Games,0.09,0.0,0.0,0.09,0.0,2,2015
Blood: The Last Vampire (Joukan),Adventure,PS2,Sony Computer Entertainment,0.09,0.0,0.0,0.09,0.0,12,2000
Pillow Pets,Adventure,DS,GameMill,0.09,0.08,0.0,0.0,0.01,10,2011
Life Is Strange: Before the Storm,Adventure,XOne,Square Enix,0.09,0.07,0.0,0.0,0.01,3,2018
The Wolf Among Us,Adventure,XOne,Telltale Games,0.09,0.06,0.02,0.0,0.01,11,2014
The Mummy: Tomb of the Dragon Emperor,Adventure,DS,Sierra Entertainment,0.09,0.08,0.0,0.0,0.01,7,2008
The Mummy: Tomb of the Dragon Emperor,Adventure,Wii,Sierra Entertainment,0.09,0.08,0.0,0.0,0.01,7,2008
Agatha Christie: Evil Under the Sun,Adventure,Wii,The Adventure Company,0.09,0.06,0.02,0.0,0.01,11,2008
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Adventure,XB,Buena Vista,0.09,0.06,0.02,0.0,0.0,10,2005
Grand Theft Auto: The Trilogy,Adventure,XB,Rockstar Games,0.09,0.06,0.02,0.0,0.0,10,2005
LEGO Batman: The Videogame,Adventure,PC,Warner Bros. Interactive,0.09,0.04,0.03,0.0,0.01,9,2008
L: the proLogue to DEATH NOTE - Rasen no Wana,Adventure,DS,Konami,0.09,0.0,0.0,0.09,0.0,2,2008
Cloudy With a Chance of Meatballs,Adventure,X360,Ubisoft,0.09,0.07,0.0,0.0,0.01,9,2009
Cyberia,Adventure,PS,Interplay,0.09,0.05,0.03,0.0,0.01,1,1996
Monster House,Adventure,GBA,THQ,0.09,0.06,0.02,0.0,0.0,7,2006
Aibou DS,Adventure,DS,Tecmo,0.08,0.0,0.0,0.08,0.0,3,2009
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,Adventure,GBA,Nintendo,0.08,0.0,0.0,0.08,0.0,8,2004
Princess Isabella: A Witch's Curse,Adventure,DS,GSP,0.08,0.05,0.03,0.0,0.01,9,2010
Agatha Christie's The ABC Murders,Adventure,PS4,Unfinished Pixel,0.08,0.05,0.02,0.0,0.02,2,2016
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,GBA,Activision,0.08,0.06,0.02,0.0,0.0,11,2005
Prisoner of War,Adventure,XB,Codemasters,0.08,0.06,0.02,0.0,0.0,8,2002
Murder in Venice,Adventure,DS,City Interactive,0.08,0.05,0.03,0.0,0.01,5,2011
Cloudy With a Chance of Meatballs,Adventure,PSP,Ubisoft,0.08,0.07,0.0,0.0,0.01,9,2009
Gray Matter,Adventure,PC,Viva Media,0.08,0.02,0.05,0.0,0.01,2,2011
Harvey Birdman: Attorney at Law,Adventure,Wii,Capcom,0.08,0.08,0.0,0.0,0.01,1,2008
Martian Panic,Adventure,Wii,Zoo Games,0.08,0.08,0.0,0.0,0.01,8,2010
Tokimeki Memorial: Girl's Side,Adventure,PS2,Konami,0.08,0.0,0.0,0.08,0.0,6,2002
Adventure Time: The Secret of the Nameless Kingdom,Adventure,3DS,Little Orbit,0.08,0.0,0.08,0.0,0.0,10,2014
The Hidden,Adventure,3DS,Majesco,0.08,0.08,0.0,0.0,0.01,10,2011
The Spiderwick Chronicles,Adventure,DS,Sierra Entertainment,0.08,0.07,0.0,0.0,0.01,2,2008
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,Adventure,DS,Namco Bandai,0.08,0.0,0.0,0.08,0.0,2,2009
The Sexy Brutale,Adventure,PS4,Badland Games,0.08,0.05,0.02,0.0,0.01,8,2017
Man vs. Wild,Adventure,PS3,Crave Entertainment,0.08,0.07,0.0,0.0,0.01,4,2011
Happy Feet Two,Adventure,Wii,Warner Bros. Interactive,0.08,0.06,0.01,0.0,0.01,11,2011
Loading Human,Adventure,PS4,Maximum Games,0.08,0.05,0.02,0.0,0.01,10,2016
ToraDora Portable!,Adventure,PSP,Namco Bandai,0.08,0.0,0.0,0.08,0.0,4,2009
Root Letter,Adventure,PSV,PQube,0.08,0.0,0.04,0.03,0.01,11,2016
Sherlock Holmes: Crimes & Punishments,Adventure,XOne,Focus Home Interactive,0.08,0.03,0.04,0.0,0.01,9,2014
Minecraft: Story Mode - Season Two,Adventure,X360,Telltale Games,0.08,0.05,0.02,0.0,0.01,10,2017
Sentimental Graffiti 2,Adventure,DC,NEC Interchannel,0.08,0.0,0.0,0.08,0.0,7,2000
Witches & Vampires: The Secrets of Ashburry,Adventure,DS,Conspiracy Entertainment,0.08,0.05,0.02,0.0,0.01,11,2010
Doraemon: Nobita and the Island of Miracles,Adventure,3DS,FuRyu Corporation,0.08,0.0,0.0,0.08,0.0,3,2012
Sentimental Graffiti: First Window,Adventure,SAT,NEC Interchannel,0.08,0.0,0.0,0.08,0.0,4,1997
The First Templar,Adventure,PC,Kalypso,0.08,0.06,0.01,0.0,0.01,5,2011
Bleach: Erabareshi Tamashii,Adventure,PS2,Sony Computer Entertainment,0.08,0.0,0.0,0.08,0.0,8,2005
Code Lyoko: Fall of X.A.N.A.,Adventure,DS,Game Factory,0.08,0.07,0.0,0.0,0.01,6,2008
Tokimeki Memorial 4,Adventure,PSP,Konami,0.08,0.0,0.0,0.08,0.0,12,2009
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,Adventure,PS3,Sony Computer Entertainment,0.08,0.0,0.0,0.08,0.0,7,2007
12-Sai. Koisuru Diary,Adventure,3DS,Happinet,0.08,0.0,0.0,0.08,0.0,8,2016
Tomb Raider: Underworld,Adventure,PC,Eidos Interactive,0.08,0.0,0.07,0.0,0.01,11,2008
Scooby-Doo! Who's Watching Who?,Adventure,PSP,THQ,0.08,0.07,0.01,0.0,0.01,10,2006
Deep Fear,Adventure,SAT,Sega,0.08,0.0,0.0,0.08,0.0,11,1998
Horrid Henry's Horrid Adventure,Adventure,DS,Asylum Entertainment,0.08,0.0,0.07,0.0,0.01,11,2010
Virus,Adventure,SAT,Hudson Soft,0.08,0.0,0.0,0.08,0.0,8,1997
Cate West: The Vanishing Files,Adventure,Wii,Destineer,0.08,0.07,0.0,0.0,0.01,3,2009
Lost in Blue: Shipwrecked,Adventure,Wii,Konami,0.08,0.07,0.0,0.0,0.01,9,2008
Man vs. Wild,Adventure,Wii,Crave Entertainment,0.08,0.07,0.0,0.0,0.0,4,2011
Ro-Kyu-Bu!,Adventure,PSP,Kadokawa Shoten,0.08,0.0,0.0,0.08,0.0,10,2011
Elebits: The Adventures of Kai and Zero,Adventure,DS,Konami,0.08,0.07,0.0,0.0,0.01,1,2009
Disney's Planes,Adventure,3DS,Disney Interactive Studios,0.08,0.04,0.03,0.0,0.01,8,2013
Agatha Christie: And Then There Were None,Adventure,Wii,The Adventure Company,0.07,0.06,0.01,0.0,0.01,2,2008
Myst,Adventure,PS,Psygnosis,0.07,0.0,0.0,0.07,0.0,9,1996
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,Adventure,PSP,Sony Computer Entertainment,0.07,0.0,0.0,0.07,0.0,6,2010
Animal Kingdom: Wildlife Expedition,Adventure,Wii,Natsume,0.07,0.07,0.0,0.0,0.01,9,2009
Chronicles of Mystery: The Secret Tree of Life,Adventure,DS,City Interactive,0.07,0.03,0.04,0.0,0.01,2,2011
Hakuouki DS,Adventure,DS,Idea Factory,0.07,0.0,0.0,0.07,0.0,3,2010
Again,Adventure,DS,KOEI,0.07,0.07,0.0,0.0,0.01,3,2010
Real Sound: Kaze no Riguretto,Adventure,SAT,Warp,0.07,0.0,0.0,0.07,0.0,7,1997
Batman: A Telltale Game Series,Adventure,XOne,Telltale Games,0.07,0.06,0.01,0.0,0.01,9,2016
Still Life,Adventure,XB,The Adventure Company,0.07,0.05,0.02,0.0,0.0,6,2005
Haikyuu!! Tsunage! Itadaki no Keshiki!!,Adventure,3DS,Namco Bandai Games,0.07,0.0,0.0,0.07,0.0,9,2014
Beyond Good & Evil,Adventure,GC,Ubisoft,0.07,0.06,0.01,0.0,0.0,12,2003
NOëL: La Neige,Adventure,PS,Pioneer LDC,0.07,0.0,0.0,0.07,0.0,2,1998
Batman: A Telltale Game Series,Adventure,X360,Telltale Games,0.07,0.02,0.05,0.0,0.01,9,2016
Harukanaru Toki no Naka de 4,Adventure,PS2,KOEI,0.07,0.0,0.0,0.07,0.0,6,2008
CSI: Dark Motives,Adventure,DS,Ubisoft,0.07,0.05,0.01,0.0,0.01,11,2007
Lupin Sansei: Shijou Saidai no Zunousen,Adventure,DS,Namco Bandai,0.07,0.0,0.0,0.07,0.0,2,2010
Goosebumps HorrorLand,Adventure,PS2,Scholastic Inc.,0.07,0.04,0.03,0.0,0.01,10,2008
Let's Ride! Friends Forever,Adventure,DS,THQ,0.07,0.07,0.0,0.0,0.01,3,2008
Code Geass: Hangyaku no Lelouch - Lost Colors,Adventure,PSP,Namco Bandai,0.07,0.0,0.0,0.07,0.0,3,2008
Hakuouki: Yuugi Roku,Adventure,PSP,Idea Factory,0.07,0.0,0.0,0.07,0.0,5,2010
The Book of Unwritten Tales 2,Adventure,PS4,Nordic Games,0.07,0.0,0.06,0.0,0.01,9,2015
The Walking Dead: A Telltale Series Collection,Adventure,PS4,Warner Bros. Interactive Entertainment,0.07,0.06,0.0,0.0,0.01,12,2017
Galerians: Ash,Adventure,PS2,Sammy Corporation,0.07,0.03,0.03,0.0,0.01,2,2003
